userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,at_dt,Weekday,Month,Day,Hour,Minute,Date,score_1
User_102,The driver was on time. Very courteous and well behaved.,5,0,4.556.10005,2024-12-18 12:29:37,,,4.556.10005,2024-12-18 12:29:37,Wednesday,December,18,12,29,2024-12-18,0.0
User_104,Exelent,5,0,4.556.10005,2024-12-18 12:24:15,,,4.556.10005,2024-12-18 12:24:15,Wednesday,December,18,12,24,2024-12-18,0.0
User_105,Very good,5,0,4.556.10005,2024-12-18 12:23:30,,,4.556.10005,2024-12-18 12:23:30,Wednesday,December,18,12,23,2024-12-18,0.0
User_107,Low price,5,0,4.556.10005,2024-12-18 12:19:39,,,4.556.10005,2024-12-18 12:19:39,Wednesday,December,18,12,19,2024-12-18,0.0
User_108,"Awesome app, rides come quick and drivers are very efficient and polite, and puts the customers safety 1st.",5,0,4.556.10005,2024-12-18 12:19:19,,,4.556.10005,2024-12-18 12:19:19,Wednesday,December,18,12,19,2024-12-18,0.0
User_110,Best,3,0,4.556.10005,2024-12-18 12:13:47,,,4.556.10005,2024-12-18 12:13:47,Wednesday,December,18,12,13,2024-12-18,0.0
User_111,Satisfied with the service 👍,5,0,4.556.10005,2024-12-18 12:12:12,,,4.556.10005,2024-12-18 12:12:12,Wednesday,December,18,12,12,2024-12-18,0.0
User_112,Most of the uber drivers in Guwahati are charging more than the prescribed rate shown by the app.,5,0,4.556.10005,2024-12-18 12:07:35,,,4.556.10005,2024-12-18 12:07:35,Wednesday,December,18,12,7,2024-12-18,0.0
User_113,"Hannah was great. She went above and beyond to assist my aunt from the hospital. I am in Rochester, Michigan, and needed help for her. Kudos Hannah!!!!",5,0,4.556.10005,2024-12-18 12:05:23,,,4.556.10005,2024-12-18 12:05:23,Wednesday,December,18,12,5,2024-12-18,0.0
User_114,Quick and reliable,4,0,4.556.10005,2024-12-18 12:04:52,,,4.556.10005,2024-12-18 12:04:52,Wednesday,December,18,12,4,2024-12-18,0.0
User_115,good,5,0,4.556.10005,2024-12-18 12:02:27,,,4.556.10005,2024-12-18 12:02:27,Wednesday,December,18,12,2,2024-12-18,0.0
User_116,"Good app, quick response rate",4,0,4.556.10005,2024-12-18 11:58:22,,,4.556.10005,2024-12-18 11:58:22,Wednesday,December,18,11,58,2024-12-18,0.0
User_117,Nice app fastest pickup..,5,0,4.556.10005,2024-12-18 11:56:59,,,4.556.10005,2024-12-18 11:56:59,Wednesday,December,18,11,56,2024-12-18,0.0
User_118,Price jada ht,5,0,4.555.10003,2024-12-18 11:55:48,,,4.555.10003,2024-12-18 11:55:48,Wednesday,December,18,11,55,2024-12-18,0.0
User_119,SUPAR,5,0,4.556.10005,2024-12-18 11:53:05,,,4.556.10005,2024-12-18 11:53:05,Wednesday,December,18,11,53,2024-12-18,0.0
User_121,Good service,4,0,4.556.10005,2024-12-18 11:50:50,,,4.556.10005,2024-12-18 11:50:50,Wednesday,December,18,11,50,2024-12-18,0.0
User_122,Great,5,0,4.556.10005,2024-12-18 11:46:28,,,4.556.10005,2024-12-18 11:46:28,Wednesday,December,18,11,46,2024-12-18,0.0
User_123,Super ride,5,0,4.556.10005,2024-12-18 11:45:27,,,4.556.10005,2024-12-18 11:45:27,Wednesday,December,18,11,45,2024-12-18,0.0
User_124,Far Better than rapido and indrive,5,0,4.556.10005,2024-12-18 11:42:04,,,4.556.10005,2024-12-18 11:42:04,Wednesday,December,18,11,42,2024-12-18,0.0
User_125,Good,5,0,4.556.10005,2024-12-18 11:41:27,,,4.556.10005,2024-12-18 11:41:27,Wednesday,December,18,11,41,2024-12-18,0.0
User_127,"No te aceptan los viajes y encima literal cada 5 minutos tenes que estar haciendo la verificación de documento y rostro, una cargada. Nisiquiera tiene la opción para acordar un precio con los conductores lo que lleva a que algunos viajes sean imposibles",1,0,4.556.10005,2024-12-18 11:33:41,,,4.556.10005,2024-12-18 11:33:41,Wednesday,December,18,11,33,2024-12-18,1.0
User_128,The driver was very skill full.,4,0,4.556.10005,2024-12-18 11:30:44,,,4.556.10005,2024-12-18 11:30:44,Wednesday,December,18,11,30,2024-12-18,0.0
User_129,Good service,5,0,4.556.10005,2024-12-18 11:29:05,,,4.556.10005,2024-12-18 11:29:05,Wednesday,December,18,11,29,2024-12-18,0.0
User_130,Sober cab,5,0,4.555.10003,2024-12-18 11:26:47,,,4.555.10003,2024-12-18 11:26:47,Wednesday,December,18,11,26,2024-12-18,0.0
User_131,It's very good & useful app,5,0,4.555.10003,2024-12-18 11:22:05,,,4.555.10003,2024-12-18 11:22:05,Wednesday,December,18,11,22,2024-12-18,0.0
User_132,Very convenient,5,0,4.556.10005,2024-12-18 11:21:51,,,4.556.10005,2024-12-18 11:21:51,Wednesday,December,18,11,21,2024-12-18,0.0
User_133,Good,5,0,4.556.10005,2024-12-18 11:16:31,,,4.556.10005,2024-12-18 11:16:31,Wednesday,December,18,11,16,2024-12-18,0.0
User_134,Nice app,5,0,4.556.10005,2024-12-18 11:14:10,,,4.556.10005,2024-12-18 11:14:10,Wednesday,December,18,11,14,2024-12-18,0.0
User_135,Charges me $9.99 a month with nowhere to cancel.,1,0,4.556.10005,2024-12-18 11:14:03,,,4.556.10005,2024-12-18 11:14:03,Wednesday,December,18,11,14,2024-12-18,1.0
User_136,Safe journey 🙂,4,0,4.556.10005,2024-12-18 11:05:23,,,4.556.10005,2024-12-18 11:05:23,Wednesday,December,18,11,5,2024-12-18,0.0
User_137,Price should be less,2,0,4.556.10005,2024-12-18 11:02:19,,,4.556.10005,2024-12-18 11:02:19,Wednesday,December,18,11,2,2024-12-18,0.0
User_138,Good,5,0,4.556.10005,2024-12-18 10:59:37,,,4.556.10005,2024-12-18 10:59:37,Wednesday,December,18,10,59,2024-12-18,0.0
User_139,good,5,0,4.555.10003,2024-12-18 10:59:06,,,4.555.10003,2024-12-18 10:59:06,Wednesday,December,18,10,59,2024-12-18,0.0
User_140,very good and I am very happy,5,0,4.556.10005,2024-12-18 10:58:51,,,4.556.10005,2024-12-18 10:58:51,Wednesday,December,18,10,58,2024-12-18,0.0
User_142,Was excellent riding,5,0,4.556.10005,2024-12-18 10:54:02,,,4.556.10005,2024-12-18 10:54:02,Wednesday,December,18,10,54,2024-12-18,0.0
User_143,"Very bad experience, driver charge extra money. I contact custumar care, he says that we can not do anything",1,0,4.556.10005,2024-12-18 10:48:52,,,4.556.10005,2024-12-18 10:48:52,Wednesday,December,18,10,48,2024-12-18,1.0
User_144,Nice app. Easy to book. But when a ride got canceled because Driver requested and trying again is picked by same Driver that can be avoided. Otherwise good,5,0,4.556.10005,2024-12-18 10:46:57,,,4.556.10005,2024-12-18 10:46:57,Wednesday,December,18,10,46,2024-12-18,0.0
User_145,Fast sarvice and comfortable,4,0,4.556.10005,2024-12-18 10:40:13,,,4.556.10005,2024-12-18 10:40:13,Wednesday,December,18,10,40,2024-12-18,0.0
User_147,My Best experience with auto uber. Thank you so much for this trip,5,0,4.556.10005,2024-12-18 10:21:15,,,4.556.10005,2024-12-18 10:21:15,Wednesday,December,18,10,21,2024-12-18,0.0
User_148,Good,5,0,4.556.10005,2024-12-18 10:17:53,,,4.556.10005,2024-12-18 10:17:53,Wednesday,December,18,10,17,2024-12-18,0.0
User_149,"In Bhubaneswar,Odisha area, the call option doesn't work.It does not connect at all.",4,0,4.556.10005,2024-12-18 10:04:50,,,4.556.10005,2024-12-18 10:04:50,Wednesday,December,18,10,4,2024-12-18,0.0
User_150,worst app and drivers are cancelling the rides as they like and i am requesting the drivers to don't cancel the ride,1,0,4.556.10005,2024-12-18 10:04:29,,,4.556.10005,2024-12-18 10:04:29,Wednesday,December,18,10,4,2024-12-18,1.0
User_151,Nice,5,0,4.556.10005,2024-12-18 10:03:41,,,4.556.10005,2024-12-18 10:03:41,Wednesday,December,18,10,3,2024-12-18,0.0
User_153,"Very clear and simple to use, it's the best",5,0,4.556.10005,2024-12-18 09:53:36,,,4.556.10005,2024-12-18 09:53:36,Wednesday,December,18,9,53,2024-12-18,0.0
User_154,Good,5,0,4.556.10005,2024-12-18 09:50:30,,,4.556.10005,2024-12-18 09:50:30,Wednesday,December,18,9,50,2024-12-18,0.0
User_155,Two words: [cheap] grocery delivery! Glad I checked Uber on a whim one day while I was in a Lyft and found it's really expanded what it is. Definitely not what it was 10 years ago. (An expensive ride request app.) They roll out offers all the time. My grocery pick up from my local store costs about $6 which is awesome when I need my items asap and can't get immediate delivery from store. I plan to try more of what they offer. A big help since losing my car,5,0,4.556.10005,2024-12-18 09:41:11,,,4.556.10005,2024-12-18 09:41:11,Wednesday,December,18,9,41,2024-12-18,0.0
User_157,Convenient and easy to assess.,5,0,4.556.10005,2024-12-18 09:30:15,,,4.556.10005,2024-12-18 09:30:15,Wednesday,December,18,9,30,2024-12-18,0.0
User_158,Good drive experience,5,0,4.556.10005,2024-12-18 09:29:23,,,4.556.10005,2024-12-18 09:29:23,Wednesday,December,18,9,29,2024-12-18,0.0
User_160,They charge for traffic jam but it's not our hand. I wouldn't recommend,1,0,4.556.10005,2024-12-18 09:19:12,,,4.556.10005,2024-12-18 09:19:12,Wednesday,December,18,9,19,2024-12-18,1.0
User_161,Good,5,0,4.556.10005,2024-12-18 09:06:57,,,4.556.10005,2024-12-18 09:06:57,Wednesday,December,18,9,6,2024-12-18,0.0
User_162,Best,5,0,4.556.10005,2024-12-18 09:05:06,,,4.556.10005,2024-12-18 09:05:06,Wednesday,December,18,9,5,2024-12-18,0.0
User_163,Good chice moto,5,0,4.555.10003,2024-12-18 08:59:44,,,4.555.10003,2024-12-18 08:59:44,Wednesday,December,18,8,59,2024-12-18,0.0
User_165,Good,5,0,4.556.10005,2024-12-18 08:56:44,,,4.556.10005,2024-12-18 08:56:44,Wednesday,December,18,8,56,2024-12-18,0.0
User_167,good,5,0,4.556.10005,2024-12-18 08:51:40,,,4.556.10005,2024-12-18 08:51:40,Wednesday,December,18,8,51,2024-12-18,0.0
User_168,Good,5,0,4.556.10005,2024-12-18 08:36:36,,,4.556.10005,2024-12-18 08:36:36,Wednesday,December,18,8,36,2024-12-18,0.0
User_169,Please do not provide any coupons to the customers as i have booked car now and amount money gets discounted and the worst experience i had first driver said i m coming wait for 5 mins and then he was gone unrechable i have to rush to the hospital its an emergency the only detail i had about that person is guddu..,1,0,4.556.10005,2024-12-18 08:31:29,,,4.556.10005,2024-12-18 08:31:29,Wednesday,December,18,8,31,2024-12-18,1.0
User_170,Great drivers I really appreciate that thanks,5,0,4.556.10005,2024-12-18 08:27:45,,,4.556.10005,2024-12-18 08:27:45,Wednesday,December,18,8,27,2024-12-18,0.0
User_172,Vare bad apo reid attendance right law and definition die right justy extra money,2,0,4.556.10005,2024-12-18 08:09:56,,,4.556.10005,2024-12-18 08:09:56,Wednesday,December,18,8,9,2024-12-18,0.0
User_173,My first experience is well and good,5,0,4.556.10005,2024-12-18 08:07:10,,,4.556.10005,2024-12-18 08:07:10,Wednesday,December,18,8,7,2024-12-18,0.0
User_174,Very good experience and travelling cast compared to other platforms. it's very low,5,0,4.556.10005,2024-12-18 08:02:54,,,4.556.10005,2024-12-18 08:02:54,Wednesday,December,18,8,2,2024-12-18,0.0
User_175,Very worst app,1,0,4.556.10005,2024-12-18 08:02:27,,,4.556.10005,2024-12-18 08:02:27,Wednesday,December,18,8,2,2024-12-18,1.0
User_178,Good,5,0,4.556.10005,2024-12-18 07:45:09,,,4.556.10005,2024-12-18 07:45:09,Wednesday,December,18,7,45,2024-12-18,0.0
User_179,Nice,5,0,4.556.10005,2024-12-18 07:43:06,,,4.556.10005,2024-12-18 07:43:06,Wednesday,December,18,7,43,2024-12-18,0.0
User_180,"Really wonderful service, driver went out of his was to help me. I had a crutch and a box of groceries and he went above and beyond to help me get in and out (I hadn't ordered an Assist ride). Great interesting conversation Thank you",5,0,4.556.10005,2024-12-18 07:43:02,,,4.556.10005,2024-12-18 07:43:02,Wednesday,December,18,7,43,2024-12-18,0.0
